,Country,Year,ECCN Code,Description,Rank,Ranking
1800,Hong Kong,2021,3A001,Electronic items as follows,5,License
1801,Hong Kong,2021,5A992,Equipment not controlled by 5A002,6,License
1802,Hong Kong,2021,3A991,"Electronic devices, and components not controlled by 3A001",7,License
1803,Hong Kong,2021,5A002,"Information security systems, equipment and components",8,License
1804,Hong Kong,2021,1C006,Fluids and lubricating materials,9,License
1805,Hong Kong,2021,5A002,"Information security systems, equipment and components",1,Exceptions
1806,Hong Kong,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,2,Exceptions
1807,Hong Kong,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",3,Exceptions
1808,Hong Kong,2021,5D002,Software as follows,4,Exceptions
1809,Hong Kong,2021,5A992,Equipment not controlled by 5A002,5,Exceptions
1810,Hong Kong,2021,5B002,"Digital computers, electronic assemblies, and related equipment",6,Exceptions
1811,Hong Kong,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",7,Exceptions
1812,Hong Kong,2021,3A001,Electronic items as follows,8,Exceptions
1813,Hong Kong,2021,5A991,"Telecommunication equipment, not controlled by 5A001",9,Exceptions
1814,Hong Kong,2021,7A103,"Instrumentation, navigation equipment and systems",10,Exceptions
1815,Hong Kong,2021,5A991,"Telecommunication equipment, not controlled by 5A001",1,NLR with ECCN
1816,Hong Kong,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",2,NLR with ECCN
1817,Hong Kong,2021,3A991,"Electronic devices, and components not controlled by 3A001",3,NLR with ECCN
1818,Hong Kong,2021,5A992,Equipment not controlled by 5A002,4,NLR with ECCN
1819,Hong Kong,2021,4A994,"Computers, electronic assemblies and related equipment not controlled by 4A003 or 4A203",5,NLR with ECCN
1820,Hong Kong,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",6,NLR with ECCN
1821,Hong Kong,2021,6A993,"Cameras, not controlled by 6A003 or 6A203",7,NLR with ECCN
1822,Hong Kong,2021,3A999,Specific processing equipment,8,NLR with ECCN
1823,Hong Kong,2021,3A992,General purpose electronic equipment not controlled by 3A002,9,NLR with ECCN
1824,Hong Kong,2021,1C990,Fibrous and filamentary materials,10,NLR with ECCN
1825,India,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
1826,India,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",2,License
1827,India,2021,9A515,"Spacecraft and related commodities, as follows (see List of Items Controlled)",3,License
1828,India,2021,3A001,Electronic items as follows (see List of Items Controlled).,4,License
1829,India,2021,5A002,"Information security systems, equipment and components, as follows",5,License
1830,India,2021,9A619,Military gas turbine engines and related commodities (see List of Items Controlled),6,License
1831,India,2021,3A233,"Mass spectrometers, capable of measuring ions of 230 atomic mass units",7,License
1832,India,2021,9B610,"Test, inspection, and production equipment and related commodities",8,License
1833,India,2021,6A003,"Cameras, Systems or Equipment, and Components Therefor, as Follows",9,License
1834,India,2021,2B230,All types of pressure transducers capable of measuring absolute pressure,10,License
1835,India,2021,5A002,"Information security systems, equipment and components, as follows",1,Exceptions
1836,India,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
1837,India,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,3,Exceptions
1838,India,2021,6A003,"Cameras, Systems or Equipment, and Components Therefor, as Follows",4,Exceptions
1839,India,2021,5B002,"Information Security test, inspection and production equipment, as follows",5,Exceptions
1840,India,2021,7A103,"Instrumentation, navigation equipment and systems, other than those controlled",6,Exceptions
1841,India,2021,5D002,Software as follows (see List of Items Controlled).,7,Exceptions
1842,India,2021,0A501,Firearms (except 0A502 shotguns) and related commodities as follows,8,Exceptions
1843,India,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",9,Exceptions
1844,India,2021,1C006,"Fluids and lubricating materials, as follows (see List of Items Controlled)",10,Exceptions
1845,India,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",1,NLR with ECCN
1846,India,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Items Controlled)",2,NLR with ECCN
1847,India,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,3,NLR with ECCN
1848,India,2021,3A992,General purpose electronic equipment not controlled by 3A002.,4,NLR with ECCN
1849,India,2021,4A994,"Computers, electronic assemblies and related equipment not controlled",5,NLR with ECCN
1850,India,2021,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",6,NLR with ECCN
1851,India,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",7,NLR with ECCN
1852,India,2021,3A991,"Electronic devices, and components not controlled by 3A001.",8,NLR with ECCN
1853,India,2021,2B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",9,NLR with ECCN
1854,India,2021,2B991,Numerical control units for machine tools and numerically controlled,10,NLR with ECCN
1855,Indonesia,2021,0A501,Firearms (except 0A502 shotguns) and related commodities as follows (s,1,License
1856,Indonesia,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,License
1857,Indonesia,2021,0A504,Optical sighting devices for firearms (including shotguns controlled b,3,License
1858,Indonesia,2021,2B350,"Chemical manufacturing facilities and equipment, except valves control",4,License
1859,Indonesia,2021,5A002,"""Information security"" systems, equipment and ""components,"" as follows",5,License
1860,Indonesia,2021,1A007,"Equipment and devices, specially designed to initiate charges and de",6,License
1861,Indonesia,2021,1C350,Chemicals that may be used as precursors for toxic chemical agents (se,7,License
1862,Indonesia,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",8,License
1863,Indonesia,2021,6A003,"Cameras, Systems or Equipment, and Components Therefor, as Follows (",9,License
1864,Indonesia,2021,0A982,"Law enforcement restraint devices, including leg irons, shackles, and",10,License
1865,Indonesia,2021,5A002,"Information security systems, equipment and components, as follows",1,Exceptions
1866,Indonesia,2021,0A501,Firearms (except 0A502 shotguns) and related commodities as follows (s,2,Exceptions
1867,Indonesia,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",3,Exceptions
1868,Indonesia,2021,5D002,"""Software"" as follows (see List of Items Controlled).",4,Exceptions
1869,Indonesia,2021,1C006,"Fluids and lubricating materials, as follows (see List of Items Contro",5,Exceptions
1870,Indonesia,2021,1A004,"Protective and Detection Equipment and Components, Not Specially De",6,Exceptions
1871,Indonesia,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,7,Exceptions
1872,Indonesia,2021,9A991,"""Aircraft,"" n.e.s., and gas turbine engines not controlled by 9A001 or",8,Exceptions
1873,Indonesia,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",9,Exceptions
1874,Indonesia,2021,7B611,"Test, inspection, and production commodities specially designed for",10,Exceptions
1875,Indonesia,2021,9A991,"""Aircraft,"" n.e.s., and gas turbine engines not controlled by 9A001 or",1,NLR with ECCN
1876,Indonesia,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Item",2,NLR with ECCN
1877,Indonesia,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,3,NLR with ECCN
1878,Indonesia,2021,7A994,"Other navigation direction finding equipment, airborne communication e",4,NLR with ECCN
1879,Indonesia,2021,2B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",5,NLR with ECCN
1880,Indonesia,2021,1C992,"Commercial charges and devices containing energetic materials, n.e.s.",6,NLR with ECCN
1881,Indonesia,2021,1C355,Chemical Weapons Convention (CWC) Schedule 2 and 3 chemicals and famil,7,NLR with ECCN
1882,Indonesia,2021,3A991,"Electronic devices, and components not controlled by 3A001.",8,NLR with ECCN
1883,Indonesia,2021,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",9,NLR with ECCN
1884,Indonesia,2021,4A994,"Computers, electronic assemblies and related equipment not controlle",10,NLR with ECCN
1885,Israel,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
1886,Israel,2021,9A619,Military gas turbine engines and related commodities,2,License
1887,Israel,2021,0A606,Ground vehicles and related commodities,3,License
1888,Israel,2021,9E610,"Technology required for the development, production, operation",4,License
1889,Israel,2021,3A611,Military electronics,5,License
1890,Israel,2021,2B350,Chemical manufacturing facilities and equipment,6,License
1891,Israel,2021,2B230,All types of pressure transducers,7,License
1892,Israel,2021,0A501,Firearms,8,License
1893,Israel,2021,5A002,"Information security systems, equipment and components",9,License
1894,Israel,2021,0A504,Optical sighting devices for firearms,10,License
1895,Israel,2021,5B002,"Information Security test, inspection and production equipment",1,Exceptions
1896,Israel,2021,5A002,"Information security systems, equipment and components",2,Exceptions
1897,Israel,2021,9A619,Military gas turbine engines and related commodities,3,Exceptions
1898,Israel,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",4,Exceptions
1899,Israel,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,5,Exceptions
1900,Israel,2021,3A001,Electronic items,6,Exceptions
1901,Israel,2021,3A611,Military electronics,7,Exceptions
1902,Israel,2021,5D002,Software,8,Exceptions
1903,Israel,2021,9A604,"Commodities related to launch vehicles, missiles, and rockets",9,Exceptions
1904,Israel,2021,1C006,Fluids and lubricating materials,10,Exceptions
1905,Israel,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001",1,NLR with ECCN
1906,Israel,2021,5A992,Equipment not controlled by 5A002,2,NLR with ECCN
1907,Israel,2021,5A991,"Telecommunication equipment, not controlled by 5A001",3,NLR with ECCN
1908,Israel,2021,3B991,Equipment not controlled by 3B001 for the manufacture of electronic,4,NLR with ECCN
1909,Israel,2021,7A994,"Other navigation direction finding equipment, airborne communication e",5,NLR with ECCN
1910,Israel,2021,3A991,"Electronic devices, and components not controlled by 3A001",6,NLR with ECCN
1911,Israel,2021,3B992,Equipment not controlled by 3B002 for the inspection or testing of ele,7,NLR with ECCN
1912,Israel,2021,4A994,"Computers, electronic assemblies and related equipment not controlle",8,NLR with ECCN
1913,Israel,2021,3A992,General purpose electronic equipment not controlled by 3A002,9,NLR with ECCN
1914,Israel,2021,2B999,Specific Processing Equipment,10,NLR with ECCN
1915,Japan,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
1916,Japan,2021,9A619,Military gas turbine engines and related commodities,2,License
1917,Japan,2021,3A611,Military electronics,3,License
1918,Japan,2021,9A604,"Commodities related to launch vehicles, missiles, and rockets",4,License
1919,Japan,2021,0A501,Firearms,5,License
1920,Japan,2021,9A515,Spacecraft and related commodities,6,License
1921,Japan,2021,3A001,Electronic items,7,License
1922,Japan,2021,9B610,"Test, inspection, and production equipment",8,License
1923,Japan,2021,8A609,Surface vessels of war and related commodities,9,License
1924,Japan,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,10,License
1925,Japan,2021,5A002,"Information security systems, equipment and components",1,Exceptions
1926,Japan,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
1927,Japan,2021,3A611,Military electronics,3,Exceptions
1928,Japan,2021,9A619,Military gas turbine engines and related commodities,4,Exceptions
1929,Japan,2021,5D002,Software,5,Exceptions
1930,Japan,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",6,Exceptions
1931,Japan,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,7,Exceptions
1932,Japan,2021,1C001,Materials specially designed for absorbing electromagnetic radiation,8,Exceptions
1933,Japan,2021,0A501,Firearms,9,Exceptions
1934,Japan,2021,9B610,"Test, inspection, and production equipment and related commodities",10,Exceptions
1935,Japan,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",1,NLR with ECCN
1936,Japan,2021,3B991,Equipment not controlled by 3B001 for the manufacture of electronic printed circuit boards,2,NLR with ECCN
1937,Japan,2021,5A991,"Telecommunication equipment, not controlled by 5A001",3,NLR with ECCN
1938,Japan,2021,5A992,Equipment not controlled by 5A002,4,NLR with ECCN
1939,Japan,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",5,NLR with ECCN
1940,Japan,2021,3A991,"Electronic devices, and components not controlled by 3A001",6,NLR with ECCN
1941,Japan,2021,3A992,General purpose electronic equipment not controlled by 3A002,7,NLR with ECCN
1942,Japan,2021,3B992,Equipment not controlled by 3B002 for the inspection or testing of electronic components,8,NLR with ECCN
1943,Japan,2021,3A999,"Specific Processing Equipment, n.e.s.",9,NLR with ECCN
1944,Japan,2021,4A994,"Computers, electronic assemblies, and related equipment not controlled by 4A001",10,NLR with ECCN
1945,Korea,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
1946,Korea,2021,0A606,"Ground vehicles and related commodities, as follows (see List of Items Controlled)",2,License
1947,Korea,2021,9A619,Military gas turbine engines and related commodities (see List of Items Controlled),3,License
1948,Korea,2021,3A611,"Military electronics, as follows (see List of Items Controlled)",4,License
1949,Korea,2021,7A003,"Inertial Measurement Equipment or Systems, Having any of the Following",5,License
1950,Korea,2021,1C351,"Human and animal pathogens and toxins, as follows (see List of Items Controlled)",6,License
1951,Korea,2021,7A611,"Military fire control, laser, imaging, and guidance equipment, as follows (see List of Items Controlled)",7,License
1952,Korea,2021,3A001,Electronic items as follows (see List of Items Controlled),8,License
1953,Korea,2021,9B610,"Test, inspection, and production equipment and related commodities",9,License
1954,Korea,2021,1C107,"Graphite and Ceramic Materials, Other Than Those Controlled by 1C007",10,License
1955,Korea,2021,5A002,"Information security systems, equipment and components, as follows",1,Exceptions
1956,Korea,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
1957,Korea,2021,9A619,Military gas turbine engines and related commodities (see List of Items Controlled),3,Exceptions
1958,Korea,2021,0A501,Firearms (except 0A502 shotguns) and related commodities as follows,4,Exceptions
1959,Korea,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,5,Exceptions
1960,Korea,2021,3A611,"Military electronics, as follows (see List of Items Controlled)",6,Exceptions
1961,Korea,2021,0A614,"Military training equipment, as follows (see List of Items Controlled)",7,Exceptions
1962,Korea,2021,0A606,"Ground vehicles and related commodities, as follows (see List of Items Controlled)",8,Exceptions
1963,Korea,2021,6A003,"Cameras, Systems or Equipment, and Components Therefor, as Follows",9,Exceptions
1964,Korea,2021,8A609,Surface vessels of war and related commodities (see List of Items Controlled),10,Exceptions
1965,Korea,2021,3B991,Equipment not controlled by 3B001 for the manufacture of electronic printed circuit boards,1,NLR with ECCN
1966,Korea,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A619",2,NLR with ECCN
1967,Korea,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Items Controlled)",3,NLR with ECCN
1968,Korea,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled),4,NLR with ECCN
1969,Korea,2021,3B992,Equipment not controlled by 3B002 for the inspection or testing of electronic assemblies,5,NLR with ECCN
1970,Korea,2021,3B001,"Equipment for the manufacturing of semiconductor devices or materials, n.e.s.",6,NLR with ECCN
1971,Korea,2021,4A994,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",7,NLR with ECCN
1972,Korea,2021,3A999,"Computers, electronic assemblies and related equipment not controlled by 3A002",8,NLR with ECCN
1973,Korea,2021,3A992,General purpose electronic equipment not controlled by 3A002,9,NLR with ECCN
1974,Korea,2021,2A291,"Electronic devices, and components not controlled by 3A001",10,NLR with ECCN
1975,Malaysia,2021,2B230,"All types of ""pressure transducers"" capable of measuring absolute pres",1,License
1976,Malaysia,2021,3A001,Electronic items as follows (see List of Items Controlled).,2,License
1977,Malaysia,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",3,License
1978,Malaysia,2021,0A501,Firearms (except 0A502 shotguns) and related commodities as follows (s,4,License
1979,Malaysia,2021,2B350,"Chemical manufacturing facilities and equipment, except valves control",5,License
1980,Malaysia,2021,7A103,"Instrumentation, navigation equipment and systems, other than those co",6,License
1981,Malaysia,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",7,License
1982,Malaysia,2021,9A619,Military gas turbine engines and related commodities (see List of Item,8,License
1983,Malaysia,2021,1A985,Optical sighting devices for firearms (including shotguns controlled b,9,License
1984,Malaysia,2021,0A504,"Fingerprinting powders, dyes, and inks",10,License
1985,Malaysia,2021,3A001,Electronic items as follows (see List of Items Controlled).,1,Exceptions
1986,Malaysia,2021,5A002,"""Information security"" systems, equipment and ""components,"" as follows",2,Exceptions
1987,Malaysia,2021,3A002,"General purpose ""electronic assemblies,"" modules and equipment, as fol",3,Exceptions
1988,Malaysia,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",4,Exceptions
1989,Malaysia,2021,5B002,"""Information Security"" test, inspection and ""production"" equipment, as",5,Exceptions
1990,Malaysia,2021,9A604,"Commodities related to launch vehicles, missiles, and rockets (see Lis",6,Exceptions
1991,Malaysia,2021,3B001,"Equipment for the manufacturing of semiconductor devices or materials,",7,Exceptions
1992,Malaysia,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,8,Exceptions
1993,Malaysia,2021,2B998,"Assemblies, circuit boards or inserts ""specially designed"" for machine",9,Exceptions
1994,Malaysia,2021,9A991,"""Aircraft,"" n.e.s., and gas turbine engines not controlled by 9A001 or",10,Exceptions
1995,Malaysia,2021,9A991,"""Aircraft,"" n.e.s., and gas turbine engines not controlled by 9A001 or",1,NLR with ECCN
1996,Malaysia,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Item",2,NLR with ECCN
1997,Malaysia,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,3,NLR with ECCN
1998,Malaysia,2021,3A992,General purpose electronic equipment not controlled by 3A002.,4,NLR with ECCN
1999,Malaysia,2021,3B992,Equipment not controlled by 3B002 for the inspection or testing of ele,5,NLR with ECCN
2000,Malaysia,2021,3B991,"Equipment not controlled by 3B001 for the manufacture of electronic ""p",6,NLR with ECCN
2001,Malaysia,2021,3A991,"Electronic devices, and ""components"" not controlled by 3A001.",7,NLR with ECCN
2002,Malaysia,2021,4A994,"Computers, ""electronic assemblies"" and related equipment not controlle",8,NLR with ECCN
2003,Malaysia,2021,7A994,"Other navigation direction finding equipment, airborne communication e",9,NLR with ECCN
2004,Malaysia,2021,2B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",10,NLR with ECCN
2005,Mexico,2021,3A611,Military electronics,1,License
2006,Mexico,2021,9A610,Military Aircraft and Related Commodities,2,License
2007,Mexico,2021,0B501,"Test, inspection, and production equipment",3,License
2008,Mexico,2021,9A619,Military gas turbine engines and related commodities,4,License
2009,Mexico,2021,9A604,"Commodities related to launch vehicles, missiles, and rockets",5,License
2010,Mexico,2021,9B610,"Test, inspection, and production equipment",6,License
2011,Mexico,2021,9A515,Spacecraft and related commodities,7,License
2012,Mexico,2021,3A981,Polygraphs,8,License
2013,Mexico,2021,0A501,Firearms,9,License
2014,Mexico,2021,5A002,"Information security systems, equipment and components",10,License
2015,Mexico,2021,5A002,"Information security systems, equipment and components",1,Exceptions
2016,Mexico,2021,9A610,Military Aircraft and Related Commodities,2,Exceptions
2017,Mexico,2021,3A001,Electronic items,3,Exceptions
2018,Mexico,2021,9A619,Military gas turbine engines and related commodities,4,Exceptions
2019,Mexico,2021,0A606,Ground vehicles and related commodities,5,Exceptions
2020,Mexico,2021,9B001,"Manufacturing Equipment, tooling or Fixtures",6,Exceptions
2021,Mexico,2021,3A611,Military electronics,7,Exceptions
2022,Mexico,2021,9A604,"Commodities related to launch vehicles, missiles, and rockets",8,Exceptions
2023,Mexico,2021,EAR99,Items subject to the EAR that are not elsewhere specified,9,Exceptions
2024,Mexico,2021,0A614,Military training equipment,10,Exceptions
2025,Mexico,2021,4A994,"Computers, electronic assemblies and related equipment",1,NLR with ECCN
2026,Mexico,2021,9A991,"Aircraft, n.e.s., and gas turbine engines",2,NLR with ECCN
2027,Mexico,2021,5A991,Telecommunication equipment,3,NLR with ECCN
2028,Mexico,2021,5A992,Equipment,4,NLR with ECCN
2029,Mexico,2021,9A990,"Diesel engines, n.e.s., and tractors",5,NLR with ECCN
2030,Mexico,2021,7A994,Other navigation direction finding equipment,6,NLR with ECCN
2031,Mexico,2021,3A991,Electronic devices and components,7,NLR with ECCN
2032,Mexico,2021,1C992,Commercial charges and devices,8,NLR with ECCN
2033,Mexico,2021,1A995,Protective and detection equipment,9,NLR with ECCN
2034,Mexico,2021,8A992,"Vessels, marine systems or equipment",10,NLR with ECCN
2035,Netherlands,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
2036,Netherlands,2021,1C111,"Propellants and constituent chemicals for propellants, other than thos",2,License
2037,Netherlands,2021,3B001,"Equipment for the manufacturing of semiconductor devices or materials,",3,License
2038,Netherlands,2021,9B610,"Test, inspection, and production ""equipment"" and related commodities",4,License
2039,Netherlands,2021,0A501,Firearms (except 0A502 shotguns) and related commodities as follows,5,License
2040,Netherlands,2021,9A619,Military gas turbine engines and related commodities (see List of Item,6,License
2041,Netherlands,2021,0A606,"Ground vehicles and related commodities, as follows (see List of Items",7,License
2042,Netherlands,2021,7A611,"Military fire control, laser, imaging, and guidance equipment, as foll",8,License
2043,Netherlands,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",9,License
2044,Netherlands,2021,0A614,"Military training ""equipment,"" as follows (see List of Items Controlle",10,License
2045,Netherlands,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,Exceptions
2046,Netherlands,2021,5A002,"""Information security"" systems, equipment and ""components"", as follows",2,Exceptions
2047,Netherlands,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,3,Exceptions
2048,Netherlands,2021,9A619,Military gas turbine engines and related commodities (see List of Item,4,Exceptions
2049,Netherlands,2021,6A003,"Cameras, Systems or Equipment, and ""Components"" Therefor, as Follows",5,Exceptions
2050,Netherlands,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,6,Exceptions
2051,Netherlands,2021,5D002,"""Software"" as follows (see List of Items Controlled).",7,Exceptions
2052,Netherlands,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",8,Exceptions
2053,Netherlands,2021,9A991,"""Aircraft"", n.e.s., and gas turbine engines not controlled by 9A001 or",9,Exceptions
2054,Netherlands,2021,3A001,Electronic items as follows (see List of Items Controlled).,10,Exceptions
2055,Netherlands,2021,9A991,"""Aircraft"", n.e.s., and gas turbine engines not controlled by 9A001 or",1,NLR with ECCN
2056,Netherlands,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Item",2,NLR with ECCN
2057,Netherlands,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,3,NLR with ECCN
2058,Netherlands,2021,3B991,"Equipment not controlled by 3B001 for the manufacture of electronic ""p",4,NLR with ECCN
2059,Netherlands,2021,3A992,General purpose electronic equipment not controlled by 3A002.,5,NLR with ECCN
2060,Netherlands,2021,4A994,"Computers, ""electronic assemblies"" and related equipment not controlle",6,NLR with ECCN
2061,Netherlands,2021,3B001,"Equipment for the manufacturing of semiconductor devices or materials,",7,NLR with ECCN
2062,Netherlands,2021,7A994,"Other navigation direction finding equipment, airborne communication e",8,NLR with ECCN
2063,Netherlands,2021,2B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",9,NLR with ECCN
2064,Netherlands,2021,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",10,NLR with ECCN
2065,Panama,2021,0A501,Firearms (except 0A502 shotguns) and related commodities,1,License
2066,Panama,2021,0A502,Shotguns; shotguns parts and components,2,License
2067,Panama,2021,0A505,Ammunition,3,License
2068,Panama,2021,1C350,Chemicals that may be used as precursors for toxic chemical agents,4,License
2069,Panama,2021,5A002,"Information security systems, equipment and components",5,License
2070,Panama,2021,0A503,Discharge type arms; non-lethal or less-lethal grenades and projectiles,6,License
2071,Panama,2021,3A981,Polygraphs (except biomedical recorders),7,License
2072,Panama,2021,1A985,"Fingerprinting powders, dyes, and inks",8,License
2073,Panama,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,9,License
2074,Panama,2021,0A606,Ground vehicles and related commodities,10,License
2075,Panama,2021,5A002,"Information security systems, equipment and components",1,Exceptions
2076,Panama,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
2077,Panama,2021,0A501,Firearms (except 0A502 shotguns) and related commodities,3,Exceptions
2078,Panama,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,4,Exceptions
2079,Panama,2021,0A502,Shotguns; shotguns parts and components,5,Exceptions
2080,Panama,2021,7A103,"Instrumentation, navigation equipment and systems",6,Exceptions
2081,Panama,2021,1A004,Protective and Detection Equipment and Components,7,Exceptions
2082,Panama,2021,6A004,Optical equipment and components,8,Exceptions
2083,Panama,2021,3A611,Military electronics,9,Exceptions
2084,Panama,2021,5D002,Software,10,Exceptions
2085,Panama,2021,9A990,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A002",1,NLR with ECCN
2086,Panama,2021,5A992,Equipment not controlled by 5A002,2,NLR with ECCN
2087,Panama,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",3,NLR with ECCN
2088,Panama,2021,5A991,"Telecommunication equipment, not controlled by 5A001",4,NLR with ECCN
2089,Panama,2021,1A995,Protective and detection equipment not specially designed for military,5,NLR with ECCN
2090,Panama,2021,4A994,"Diesel engines, n.e.s., and tractors and specially designed parts",6,NLR with ECCN
2091,Panama,2021,8A992,Portable electric generators and specially designed parts and components,7,NLR with ECCN
2092,Panama,2021,1C992,"Commercial charges and devices containing energetic materials, n.e.s.",8,NLR with ECCN
2093,Panama,2021,3A992,"Computers, electronic assemblies and related equipment not controlled by 3A002",9,NLR with ECCN
2094,Panama,2021,6A998,"Radar systems, equipment and major components, n.e.s., and specially designed parts",10,NLR with ECCN
2095,Saudi Arabia,2021,9A610,"Military aircraft and related commodities, other than those enumerated",1,License
2096,Saudi Arabia,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,2,License
2097,Saudi Arabia,2021,2B350,Chemical manufacturing facilities and equipment,3,License
2098,Saudi Arabia,2021,5A002,"Information security systems, equipment and components",4,License
2099,Saudi Arabia,2021,3A611,Military electronics,5,License
2100,Saudi Arabia,2021,0A606,Ground vehicles and related commodities,6,License
2101,Saudi Arabia,2021,9A619,Military gas turbine engines and related commodities,7,License
2102,Saudi Arabia,2021,0A501,Firearms,8,License
2103,Saudi Arabia,2021,6A003,Neutron generator systems,9,License
2104,Saudi Arabia,2021,6A003,"Cameras, systems or equipment",10,License
2105,Saudi Arabia,2021,5A002,"Information security systems, equipment and components",1,Exceptions
2106,Saudi Arabia,2021,9A610,"Military aircraft and related commodities, other than those enumerated",2,Exceptions
2107,Saudi Arabia,2021,3A611,Military electronics,3,Exceptions
2108,Saudi Arabia,2021,9A619,Military gas turbine engines and related commodities,4,Exceptions
2109,Saudi Arabia,2021,1A004,Protective and detection equipment and components,5,Exceptions
2110,Saudi Arabia,2021,9A991,Aircraft,6,Exceptions
2111,Saudi Arabia,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,7,Exceptions
2112,Saudi Arabia,2021,7A103,"Instrumentation, navigation equipment and systems",8,Exceptions
2113,Saudi Arabia,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",9,Exceptions
2114,Saudi Arabia,2021,7A003,Inertial measurement equipment or systems,10,Exceptions
2115,Saudi Arabia,2021,9A991,Aircraft,1,NLR with ECCN
2116,Saudi Arabia,2021,5A991,Telecommunication equipment,2,NLR with ECCN
2117,Saudi Arabia,2021,4A994,"Computers, electronic assemblies and related equipment",3,NLR with ECCN
2118,Saudi Arabia,2021,2B999,Specific processing equipment,4,NLR with ECCN
2119,Saudi Arabia,2021,5A992,Equipment not controlled by 5A002,5,NLR with ECCN
